,nombre articulo,precio,link,company,model,year,version,color,fuel,doors,transmisions,motor,bodywork,km
908,Dodge Journey 3.6 R/t Atx Awd 280cv,U$S23.900,https://auto.mercadolibre.com.ar/MLA-1293027549-dodge-journey-rt-2014-36-awd-atx-smart-garage-_JM#position=45&search_layout=grid&type=item&tracking_id=83dab43f-a8a2-4487-ba04-c6ce394d54d3,Dodge,Journey,2014,3.6 R/t Atx Awd 280cv,Negro,Nafta,5,Automática,3.6,SUV,62500 km
909,Kia Rio 1.6 Sx 4at,$6.945.000,https://auto.mercadolibre.com.ar/MLA-1292482726-kia-rio-sx-at-2022-unico-dueno-nd-_JM#position=46&search_layout=grid&type=item&tracking_id=83dab43f-a8a2-4487-ba04-c6ce394d54d3,Kia,Rio,2022,1.6 Sx 4at,Blanco,Nafta,5,Automática,1.6,Hatchback,5000 km
910,Fiat Toro 2.0 Ranch 4x4 At,$8.290.000,https://auto.mercadolibre.com.ar/MLA-1292131137-fiat-toro-ranch-20-td-4x4-at9-2020-_JM#position=47&search_layout=grid&type=item&tracking_id=83dab43f-a8a2-4487-ba04-c6ce394d54d3,Fiat,Toro,2020,2.0 Ranch 4x4 At,Blanco,Diésel,4,Automática,2.0,Pick-Up,83000 km
911,Fiat 500 1.4 Abarth 595 165cv,U$S24.500,https://auto.mercadolibre.com.ar/MLA-1291906023-fiat-500-abarth-2019-595-14-165cv-smart-garage-_JM#position=48&search_layout=grid&type=item&tracking_id=83dab43f-a8a2-4487-ba04-c6ce394d54d3,Fiat,500,2019,1.4 Abarth 595 165cv,Negro,Nafta,3,Manual,1.4,Hatchback,32000 km
912,Peugeot 208 1.6 Feline Pack Cuir,$3.800.000,https://auto.mercadolibre.com.ar/MLA-1291836378-peugeot-208-feline-pack-cuir-2016-_JM#position=1&search_layout=grid&type=item&tracking_id=f9b3fbc0-ba88-4ab0-8f8e-02492f08b865,Peugeot,208,2016,1.6 Feline Pack Cuir,Gris,Nafta,5,Manual,1.6,Hatchback,78000 km
913,Fiat 500 1.4 Lounge 105cv At,U$S14.000,https://auto.mercadolibre.com.ar/MLA-1288470156-fiat-500-lounge-2015-automatico-14-16v-smart-garage-_JM#position=2&search_layout=grid&type=item&tracking_id=f9b3fbc0-ba88-4ab0-8f8e-02492f08b865,Fiat,500,2015,1.4 Lounge 105cv At,Rojo,Nafta,2,Automática,1.4,Hatchback,65000 km
914,Citroën C4 Lounge 1.6 S Edition Thp 165cv,$3.800.000,https://auto.mercadolibre.com.ar/MLA-1288007764-citroen-c4-lounge-s-thp-tl-_JM#position=3&search_layout=grid&type=item&tracking_id=f9b3fbc0-ba88-4ab0-8f8e-02492f08b865,Citroën,C4 Lounge,2017,1.6 S Edition Thp 165cv,Blanco,Nafta,4,Manual,1.6,Sedán,125000 km
915,Toyota Hilux 2.8 Cd Srv 177cv 4x4 At,$12.500.000,https://auto.mercadolibre.com.ar/MLA-1288238083-toyota-hilux-srv-4x4-at-_JM#position=4&search_layout=grid&type=item&tracking_id=f9b3fbc0-ba88-4ab0-8f8e-02492f08b865,Toyota,Hilux,2021,2.8 Cd Srv 177cv 4x4 At,Blanco,Diésel,4,Automática,2.8,Pick-Up,21000 km
916,Ford Kuga 2.0 Sel,$6.500.000,https://auto.mercadolibre.com.ar/MLA-1288032426-ford-kuga-sel-ecoboost-6-at-_JM#position=5&search_layout=grid&type=item&tracking_id=f9b3fbc0-ba88-4ab0-8f8e-02492f08b865,Ford,Kuga,2019,2.0 Sel,Plateado,Nafta,5,Automática,2.0,SUV,131000 km
917,Jeep Grand Cherokee 6.4 Srt Atx 465hp At,U$S149.900,https://auto.mercadolibre.com.ar/MLA-1287983473-jeep-grand-cherokee-srt-8-_JM#position=6&search_layout=grid&type=item&tracking_id=f9b3fbc0-ba88-4ab0-8f8e-02492f08b865,Jeep,Grand Cherokee,2021,6.4 Srt Atx 465hp At,Gris,Nafta,5,Automática,6.4,SUV,11000 km
918,Chery Chery Qq 1.1 Light,$1.600.000,https://auto.mercadolibre.com.ar/MLA-1287054813-chery-chery-qq-2011-11-light-1600000-_JM#position=7&search_layout=grid&type=item&tracking_id=f9b3fbc0-ba88-4ab0-8f8e-02492f08b865,Chery,Chery QQ,2011,1.1 Light,Rojo,Nafta,5,Manual,1.1,Hatchback,108000 km
919,Chevrolet Onix 1.0 Turbo Premier Ii At,$5.489.000,https://auto.mercadolibre.com.ar/MLA-1287215523-chevrolet-onix-premier-10t-at-52000km-2020-blanco-_JM#position=8&search_layout=grid&type=item&tracking_id=f9b3fbc0-ba88-4ab0-8f8e-02492f08b865,Chevrolet,Onix,2020,1.0 Turbo Premier Ii At,Blanco,Nafta,5,Automática,1.0,Hatchback,52000 km
920,Jaguar Xe 2.0 Se 240cv,U$S58.000,https://auto.mercadolibre.com.ar/MLA-1286116595-jaguar-xe-25t-se-_JM#position=9&search_layout=grid&type=item&tracking_id=f9b3fbc0-ba88-4ab0-8f8e-02492f08b865,Jaguar,XE,2017,2.0 Se 240cv,Gris,Nafta,4,Automática,2.0,Hatchback,22000 km
921,Ford Fiesta Kinetic Design 1.6 Se Plus 120cv,$4.400.500,https://auto.mercadolibre.com.ar/MLA-1286249784-ford-fiesta-se-plus-2019-32000-km-1-dueno-permuto-_JM#position=10&search_layout=grid&type=item&tracking_id=f9b3fbc0-ba88-4ab0-8f8e-02492f08b865,Ford,Fiesta Kinetic Design,2019,1.6 Se Plus 120cv,Blanco,Nafta,5,Manual,1.6,Hatchback,32000 km
922,Volkswagen Golf 1.6 Trendline,$4.100.000,https://auto.mercadolibre.com.ar/MLA-1286114937-volkswagen-golf-16-_JM#position=11&search_layout=grid&type=item&tracking_id=f9b3fbc0-ba88-4ab0-8f8e-02492f08b865,Volkswagen,Golf,2017,1.6 Trendline,Negro,Nafta,5,Manual,1.6,Hatchback,83000 km
923,Ford Ka 1.5 S 4 P,$3.349.999,https://auto.mercadolibre.com.ar/MLA-1285514646-ford-ka-2018-15-s-4-p-autoaargentina-_JM#position=12&search_layout=grid&type=item&tracking_id=f9b3fbc0-ba88-4ab0-8f8e-02492f08b865,Ford,Ka,2018,1.5 S 4 p,Blanco,Nafta,4,Manual,1.5,Sedán,65000 km
924,Toyota Sw4 2.8 Srx 177cv 4x4 7as At,U$S49.500,https://auto.mercadolibre.com.ar/MLA-1283581545-toyota-hilux-sw4-srx-ano-2019-7-asientos-bell-motors-_JM#position=13&search_layout=grid&type=item&tracking_id=f9b3fbc0-ba88-4ab0-8f8e-02492f08b865,Toyota,SW4,2019,2.8 Srx 177cv 4x4 7as At,Negro,Diésel,5,Automática,2.8,SUV,69500 km
925,Fiat Punto 1.4 Elx,$1.890.000,https://auto.mercadolibre.com.ar/MLA-1283573929-fiat-punto-elx-14-_JM#position=14&search_layout=grid&type=item&tracking_id=f9b3fbc0-ba88-4ab0-8f8e-02492f08b865,Fiat,Punto,2009,1.4 Elx,Negro,Nafta,5,Manual,1.4,Hatchback,194000 km
926,Chevrolet Trailblazer 2.8 Nueva Ltz Tdci 200cv,$15.900.000,https://auto.mercadolibre.com.ar/MLA-1283559413-chevrolet-trailblazer-4x4-ltz-automatica-28-_JM#position=15&search_layout=grid&type=item&tracking_id=f9b3fbc0-ba88-4ab0-8f8e-02492f08b865,Chevrolet,Trailblazer,2021,2.8 Nueva Ltz Tdci 200cv,Azul,Diésel,5,Automática,2.8,SUV,25000 km
927,Nissan Np300 2.3 Frontier Se Plus Cd 4x2 Mt,$7.850.000,https://auto.mercadolibre.com.ar/MLA-1283539961-nissan-np300-2019-23-frontier-se-plus-cd-4x2-mt-cassano-_JM#position=16&search_layout=grid&type=item&tracking_id=f9b3fbc0-ba88-4ab0-8f8e-02492f08b865,Nissan,NP300,2019,2.3 Frontier Se Plus Cd 4x2 Mt,Blanco,Diésel,4,Manual,2.3,Pick-Up,44000 km
928,Chevrolet Corsa 1.8 Gl Aa+da,$1.550.000,https://auto.mercadolibre.com.ar/MLA-1283571837-chevrolet-corsa-2009-18-gl-aada-_JM#position=17&search_layout=grid&type=item&tracking_id=f9b3fbc0-ba88-4ab0-8f8e-02492f08b865,Chevrolet,Corsa,2009,1.8 Gl Aa+da,Plateado,Nafta,5,Manual,1.8,Sedán,162000 km
929,Fiat Argo 1.8 Precision Connect,$4.200.000,https://auto.mercadolibre.com.ar/MLA-1283571749-fiat-argo-2020-18-precision-connect-cassano-automobili-_JM#position=18&search_layout=grid&type=item&tracking_id=f9b3fbc0-ba88-4ab0-8f8e-02492f08b865,Fiat,Argo,2020,1.8 Precision Connect,Blanco,Nafta,5,Manual,1.8,Hatchback,61000 km
930,Peugeot 2008 1.6 Thp Sport,$4.300.000,https://auto.mercadolibre.com.ar/MLA-1313933140-peugeot-2008-sport-2017-16-_JM#position=19&search_layout=grid&type=item&tracking_id=f9b3fbc0-ba88-4ab0-8f8e-02492f08b865,Peugeot,2008,2017,1.6 Thp Sport,Blanco,Nafta,5,Manual,1.6,SUV,88200 km
931,Chevrolet Onix 1.2 Lt,$4.490.000,https://auto.mercadolibre.com.ar/MLA-1281963830-chevrolet-onix-2022-0km-_JM#position=20&search_layout=grid&type=item&tracking_id=f9b3fbc0-ba88-4ab0-8f8e-02492f08b865,Chevrolet,Onix,2022,1.2 Lt,Gris,Nafta,5,Manual,1.2,Hatchback,1500 km
932,Hyundai H1 2.5 Premium 1 170cv At,U$S40.500,https://auto.mercadolibre.com.ar/MLA-1281524960-hyundai-h1-25-170-cv-at-full-premium-12-pas-_JM#position=21&search_layout=grid&type=item&tracking_id=f9b3fbc0-ba88-4ab0-8f8e-02492f08b865,Hyundai,H1,2015,2.5 Premium 1 170cv At,Gris,Diésel,5,Automática,2.5,Monovolumen,9000 km
933,Renault Duster 1.6 4x2 Dynamique 110cv,$2.800.000,https://auto.mercadolibre.com.ar/MLA-1277987183-renault-duster-2012-16-4x2-dynamique-110cv-autoargentina-_JM#position=22&search_layout=grid&type=item&tracking_id=f9b3fbc0-ba88-4ab0-8f8e-02492f08b865,Renault,Duster,2012,1.6 4x2 Dynamique 110cv,Negro,Nafta,5,Manual,1.6,SUV,180000 km
934,Peugeot 308 1.6 Cc Thp 156cv Tiptronic,U$S20.000,https://auto.mercadolibre.com.ar/MLA-1275759016-peugeot-308-16-cc-thp-156cv-_JM#position=23&search_layout=grid&type=item&tracking_id=f9b3fbc0-ba88-4ab0-8f8e-02492f08b865,Peugeot,308,2011,1.6 Cc Thp 156cv Tiptronic,Negro,Nafta,2,Automática,1.6,Coupé,90000 km
935,Audi S3 2.0 Tfsi 310cv 4 P,U$S56.000,https://auto.mercadolibre.com.ar/MLA-1274281341-audi-s3-20-tfsi-stronic-quattro-300cv-_JM#position=24&search_layout=grid&type=item&tracking_id=f9b3fbc0-ba88-4ab0-8f8e-02492f08b865,Audi,S3,2017,2.0 Tfsi 310cv 4 p,Rojo,Nafta,4,Automática,2.0,Sedán,29000 km
936,Ford F-100 4.3 D Mwm,U$S16.000,https://auto.mercadolibre.com.ar/MLA-1273670858-ford-f-100-1998-43-d-mwm-_JM#position=25&search_layout=grid&type=item&tracking_id=f9b3fbc0-ba88-4ab0-8f8e-02492f08b865,Ford,F-100,1998,4.3 D Mwm,Blanco,Diésel,2,Manual,4.3,Pick-Up,38000 km
937,Toyota Sw4 2.8 Srx 177cv 4x4 7as At,U$S51.900,https://auto.mercadolibre.com.ar/MLA-1273430536-toyota-sw4-srx-28-tdi-4x4-at-7-asientos-69000km-2018-gris-_JM#position=26&search_layout=grid&type=item&tracking_id=f9b3fbc0-ba88-4ab0-8f8e-02492f08b865,Toyota,SW4,2018,2.8 Srx 177cv 4x4 7as At,Gris,Diésel,5,Automática,2.8,SUV,69000 km
938,Bmw Serie 1 120i Sport,U$S30.000,https://auto.mercadolibre.com.ar/MLA-1269302381-bmw-120i-sport-16-177cv-automatico-excelente-estado-_JM#position=27&search_layout=grid&type=item&tracking_id=f9b3fbc0-ba88-4ab0-8f8e-02492f08b865,BMW,Serie 1,2017,120i Sport,Negro,Nafta,5,Automática,1.6 177cv,Hatchback,55800 km
939,Mercedes-benz Clase A 2.0 A 250 At Sport B.efficiency,U$S29.500,https://auto.mercadolibre.com.ar/MLA-1269289054-mercedes-benz-clase-a-20-a-250-at-sport-befficiency-2014-_JM#position=28&search_layout=grid&type=item&tracking_id=f9b3fbc0-ba88-4ab0-8f8e-02492f08b865,Mercedes-Benz,Clase A,2014,2.0 A 250 At Sport B.efficiency,Gris,Nafta,5,Automática,2.0,Hatchback,133000 km
940,Renault Logan 1.6 Authentique Plus 85cv,$2.400.000,https://auto.mercadolibre.com.ar/MLA-1266253753-renault-logan-2017-16-authentique-plus-85cv-autoargentina-_JM#position=29&search_layout=grid&type=item&tracking_id=f9b3fbc0-ba88-4ab0-8f8e-02492f08b865,Renault,Logan,2017,1.6 Authentique Plus 85cv,Blanco,Nafta,4,Manual,1.6,Sedán,122000 km
941,Jeep Commander 2.0 Td380 At9 4x4 7pas Limited,U$S48.000,https://auto.mercadolibre.com.ar/MLA-1263198189-jeep-commander-20-td380-at9-4x4-7pas-limited-_JM#position=30&search_layout=grid&type=item&tracking_id=f9b3fbc0-ba88-4ab0-8f8e-02492f08b865,Jeep,Commander,2022,2.0 Td380 At9 4x4 7pas Limited,Plateado,Diésel,5,Automática,2.0,SUV,20000 km
942,Volkswagen Golf 2.0 Vi Gti Tsi 211cv,$7.000.000,https://auto.mercadolibre.com.ar/MLA-1259133746-volkswagen-golf-gti-tsi-20t-2012-_JM#position=31&search_layout=grid&type=item&tracking_id=f9b3fbc0-ba88-4ab0-8f8e-02492f08b865,Volkswagen,Golf,2012,2.0 Vi Gti Tsi 211cv,Negro,Nafta,5,Manual,2.0,Hatchback,140000 km
943,Fiat Argo 1.8 Hgt,$4.350.000,https://auto.mercadolibre.com.ar/MLA-1258823847-fiat-argo-2017-18-hgt-_JM#position=32&search_layout=grid&type=item&tracking_id=f9b3fbc0-ba88-4ab0-8f8e-02492f08b865,Fiat,Argo,2017,1.8 Hgt,Negro,Nafta,5,Manual,1.8,Hatchback,26000 km
944,Renault Kangoo 1.6 Ph3 Sportway Lc,$3.700.000,https://auto.mercadolibre.com.ar/MLA-1257565709-renault-kangoo-16-ph3-sportway-lc-2017-gnc-_JM#position=33&search_layout=grid&type=item&tracking_id=f9b3fbc0-ba88-4ab0-8f8e-02492f08b865,Renault,Kangoo,2017,1.6 Ph3 Sportway Lc,Plateado,Nafta/GNC,4,Manual,1.6,Monovolumen,140000 km
945,Ford Focus Iii 1.6 S,$3.800.500,https://auto.mercadolibre.com.ar/MLA-1317806447-ford-focus-s-16-2016-unico-dueno-60000km-impecable-_JM#position=34&search_layout=grid&type=item&tracking_id=f9b3fbc0-ba88-4ab0-8f8e-02492f08b865,Ford,Focus III,2016,1.6 S,Gris,Nafta,5,Manual,1.6,Hatchback,60000 km
946,Fiat Mobi 1.0 Easy Pack Top Live On,$2.800.000,https://auto.mercadolibre.com.ar/MLA-1250533040-fiat-mobi-2017-10-easy-pack-top-live-on-2800000-_JM#position=35&search_layout=grid&type=item&tracking_id=f9b3fbc0-ba88-4ab0-8f8e-02492f08b865,Fiat,Mobi,2017,1.0 Easy Pack Top Live On,Plateado,Nafta,5,Manual,1.0,Hatchback,66000 km
947,Renault Logan 1.6 Authentique Plus 85cv,$2.800.000,https://auto.mercadolibre.com.ar/MLA-1250287141-renault-logan-2017-16-authentique-plus-85cv-2800000-_JM#position=36&search_layout=grid&type=item&tracking_id=f9b3fbc0-ba88-4ab0-8f8e-02492f08b865,Renault,Logan,2016,1.6 Authentique Plus 85cv,Blanco,Nafta,4,Manual,1.6,Sedán,89000 km
948,Peugeot 208 1.5 Allure Touchscreen,$3.990.000,https://auto.mercadolibre.com.ar/MLA-1248981558-peugeot-208-2016-16-allure-touchscreen-techo-cielo-_JM#position=37&search_layout=grid&type=item&tracking_id=f9b3fbc0-ba88-4ab0-8f8e-02492f08b865,Peugeot,208,2016,1.5 Allure Touchscreen,Plateado,Nafta,5,Manual,1.5,Hatchback,69500 km
949,Volkswagen Vento Variant 2.5 Advance 170cv,$2.250.000,https://auto.mercadolibre.com.ar/MLA-1246198127-volkswagen-vento-variant-2011-25-advance-autoargentina-_JM#position=38&search_layout=grid&type=item&tracking_id=f9b3fbc0-ba88-4ab0-8f8e-02492f08b865,Volkswagen,Vento Variant,2011,2.5 Advance 170cv,Gris,Nafta,4,Manual,2.5,Rural,160000 km
950,Toyota Hilux 2.8 Cd Sr 177cv 4x4,$11.800.000,https://auto.mercadolibre.com.ar/MLA-1241547309-toyota-hilux-sr-4x4-mt-_JM#position=39&search_layout=grid&type=item&tracking_id=f9b3fbc0-ba88-4ab0-8f8e-02492f08b865,Toyota,Hilux,2020,2.8 Cd Sr 177cv 4x4,Blanco,Diésel,4,Manual,2.8,Pick-Up,17000 km
951,Mercedes-benz Clase C C63s,U$S112.000,https://auto.mercadolibre.com.ar/MLA-1236130160-mercedes-benz-c63s-2018-speed-motors-_JM#position=40&search_layout=grid&type=item&tracking_id=f9b3fbc0-ba88-4ab0-8f8e-02492f08b865,Mercedes-Benz,Clase C,2018,C63S,Nafta,4,Automática,v8,Sedán,40000 km,.
952,Toyota Hilux 2.8 Cd Srx 177cv 4x4 At,$12.000.000,https://auto.mercadolibre.com.ar/MLA-1236275523-toyota-hilux-srx-28-4x4-aut-177cv-2019-64000kmts-do-_JM#position=41&search_layout=grid&type=item&tracking_id=f9b3fbc0-ba88-4ab0-8f8e-02492f08b865,Toyota,Hilux,2019,2.8 Cd Srx 177cv 4x4 At,Blanco,Diésel,4,Automática,2.8,Pick-Up,64000 km
953,Bmw X5 3.0 Xdrive 35i 306cv Pure Excellence,U$S55.900,https://auto.mercadolibre.com.ar/MLA-1232984628-bmw-x5-xdrive-35i-excellence-bmw-autopremier-_JM#position=42&search_layout=grid&type=item&tracking_id=f9b3fbc0-ba88-4ab0-8f8e-02492f08b865,BMW,X5,2015,3.0 Xdrive 35i 306cv Pure Excellence,Negro,Nafta,5,Automática,3.0,SUV,94000 km
954,Renault Kangoo Ii Express Confort 5a 1.6 Sce,$5.990.000,https://auto.mercadolibre.com.ar/MLA-1232773082-renault-kangoo-0km-2022-confort-5-asientos-abasto-motors-_JM#position=43&search_layout=grid&type=item&tracking_id=f9b3fbc0-ba88-4ab0-8f8e-02492f08b865,Renault,Kangoo,2022,Ii Express Confort 5a 1.6 Sce,Blanco,Nafta,5,Manual,1.6,Furgón,1000 km
955,Citroën C4 Lounge 1.6 Tendence Hdi 115cv Am16,$3.690.000,https://auto.mercadolibre.com.ar/MLA-1231018952-citron-c4-lounge-2016-16-tendence-hdi-115cv-am16-_JM#position=44&search_layout=grid&type=item&tracking_id=f9b3fbc0-ba88-4ab0-8f8e-02492f08b865,Citroën,C4 Lounge,2016,1.6 Tendence Hdi 115cv Am16,Blanco,Diésel,4,Manual,1.6,Sedán,130000 km
956,Ford Focus Iii 1.6 S,$3.450.000,https://auto.mercadolibre.com.ar/MLA-1230149815-ford-focus-iii-2017-16-s-autoargentina-_JM#position=45&search_layout=grid&type=item&tracking_id=f9b3fbc0-ba88-4ab0-8f8e-02492f08b865,Ford,Focus III,2017,1.6 S,Blanco,Nafta,5,Manual,1.6,Hatchback,112000 km
957,Toyota Corolla 1.8 Xei Mt 140cv,$4.400.000,https://auto.mercadolibre.com.ar/MLA-1311940268-toyota-corolla-2014-18-xei-mt-140cv-_JM#position=46&search_layout=grid&type=item&tracking_id=f9b3fbc0-ba88-4ab0-8f8e-02492f08b865,Toyota,Corolla,2014,1.8 Xei Mt 140cv,Nafta,4,Manual,1.8,Sedán,65000 km,.
958,Peugeot 207 1.4 Xs,$1.999.900,https://auto.mercadolibre.com.ar/MLA-1299160074-peugeot-207-2012-14-xs-_JM#position=47&search_layout=grid&type=item&tracking_id=f9b3fbc0-ba88-4ab0-8f8e-02492f08b865,Peugeot,207,2012,1.4 Xs,Azul,Nafta,3,Manual,1.4,Hatchback,109000 km
959,Fiat Doblo Cargo 1.4 Active,$3.900.000,https://auto.mercadolibre.com.ar/MLA-1226741821-fiat-doblo-cargo-2018-14-active-3900000-_JM#position=48&search_layout=grid&type=item&tracking_id=f9b3fbc0-ba88-4ab0-8f8e-02492f08b865,Fiat,Doblo Cargo,2018,1.4 Active,Blanco,Nafta,4,Manual,1.4,Monovolumen,62000 km
960,Bmw Serie 4 2.0 430i Coupe Sportline 252cv,U$S59.000,https://auto.mercadolibre.com.ar/MLA-1233456170-bmw-serie-4-20-430i-coupe-sportline-252cv-2017-_JM#position=1&search_layout=grid&type=item&tracking_id=7c58a9b9-f2eb-4aa4-8de8-85ec1c1eedc4,BMW,Serie 4,2017,2.0 430i Coupe Sportline 252cv,Blanco,Nafta,2,Automática,2.0,Coupé,25100 km
961,Peugeot 408 2.0 Allure 143cv,$2.735.000,https://auto.mercadolibre.com.ar/MLA-1221578566-peugeot-408-allure-78000km-2012-excelente-usado-jm-_JM#position=2&search_layout=grid&type=item&tracking_id=7c58a9b9-f2eb-4aa4-8de8-85ec1c1eedc4,Peugeot,408,2012,2.0 Allure 143cv,Plateado,Nafta,4,Manual,2.0,Sedán,78000 km
962,Renault Duster 2.0 Ph2 4x2 Privilege 143cv,$4.190.000,https://auto.mercadolibre.com.ar/MLA-1219812203-renault-duster-20-4x2-privilege-_JM#position=3&search_layout=grid&type=item&tracking_id=7c58a9b9-f2eb-4aa4-8de8-85ec1c1eedc4,Renault,Duster,2016,2.0 Ph2 4x2 Privilege 143cv,Blanco,Nafta,5,Manual,2.0,SUV,85000 km
963,Ford Mustang 5.0 Coupe V8 Gt,U$S42.999,https://auto.mercadolibre.com.ar/MLA-1294884795-ford-mustang-2006-50-coupe-v8-gt-_JM#position=4&search_layout=grid&type=item&tracking_id=7c58a9b9-f2eb-4aa4-8de8-85ec1c1eedc4,Ford,Mustang,2006,5.0 Coupe V8 Gt,Azul,Nafta,2,Manual,5.0,Coupé,79000 km
964,Ford Explorer 4.0 Xlt 4x4 Limited,$2.865.000,https://auto.mercadolibre.com.ar/MLA-1214968717-ford-explorer-1995-40-xlt-4x4-limited-_JM#position=5&search_layout=grid&type=item&tracking_id=7c58a9b9-f2eb-4aa4-8de8-85ec1c1eedc4,Ford,Explorer,1995,4.0 Xlt 4x4 Limited,Gris,Nafta,5,Manual,4.0,SUV,111111 km
965,Peugeot 208 1.6 Xy,U$S13.500,https://auto.mercadolibre.com.ar/MLA-1214604270-peugeot-208-2014-16-xy-_JM#position=6&search_layout=grid&type=item&tracking_id=7c58a9b9-f2eb-4aa4-8de8-85ec1c1eedc4,Peugeot,208,2014,1.6 Xy,Gris,Nafta,5,Manual,1.6,Hatchback,66000 km
966,Fiat 500 1.4 Abarth 595 165cv,U$S28.500,https://auto.mercadolibre.com.ar/MLA-1211114554-fiat-500-14-abarth-595-165cv-2020-car-cash-_JM#position=7&search_layout=grid&type=item&tracking_id=7c58a9b9-f2eb-4aa4-8de8-85ec1c1eedc4,Fiat,500,2020,1.4 Abarth 595 165cv,Negro,Nafta,3,Manual,1.4,Hatchback,25000 km
967,Citroën C4 Lounge 1.6 Thp 165 Feel Pack 10 Años,$3.750.000,https://auto.mercadolibre.com.ar/MLA-1192744048-citroen-c4-loung-16-hdi-10-anos-_JM#position=8&search_layout=grid&type=item&tracking_id=7c58a9b9-f2eb-4aa4-8de8-85ec1c1eedc4,Citroën,C4 Lounge,2018,1.6 Thp 165 Feel Pack 10 Años,Gris,Nafta,4,Manual,1.6,Sedán,231000 km
968,Chevrolet Cruze 1.8 Lt Mt 4 P,$3.500.000,https://auto.mercadolibre.com.ar/MLA-1191757608-chevrolet-cruze-2012-18-lt-mt-4-p-_JM#position=9&search_layout=grid&type=item&tracking_id=7c58a9b9-f2eb-4aa4-8de8-85ec1c1eedc4,Chevrolet,Cruze,2012,1.8 Lt Mt 4 p,Negro,Nafta,4,Manual,1.8,Sedán,124100 km
969,Alfa Romeo Mito 1.4 Junior 78cv 5mt,U$S12.900,https://auto.mercadolibre.com.ar/MLA-1290967534-alfa-romeo-mito-2014-14-junior-manual-3-puertas-blanco-_JM#position=10&search_layout=grid&type=item&tracking_id=7c58a9b9-f2eb-4aa4-8de8-85ec1c1eedc4,Alfa Romeo,Mito,2014,1.4 Junior 78cv 5mt,Blanco,Nafta,3,Manual,1.4,Hatchback,19000 km
970,Audi A1 Sportback 1.0 30 Tfsi 116cv,U$S38.000,https://auto.mercadolibre.com.ar/MLA-1190706810-nuevo-audi-a1-sportback-2020-usado-30-35-2021-0km-2022-a3-q2-_JM#position=11&search_layout=grid&type=item&tracking_id=7c58a9b9-f2eb-4aa4-8de8-85ec1c1eedc4,Audi,A1 Sportback,2020,1.0 30 Tfsi 116cv,Azul,Nafta,5,Automática,1.0,Hatchback,21000 km
971,Ford Ecosport 1.5 Titanium 123cv 4x2 Manual,$5.300.000,https://auto.mercadolibre.com.ar/MLA-1180594878-ford-ecosport-titanium-15-2017-_JM#position=12&search_layout=grid&type=item&tracking_id=7c58a9b9-f2eb-4aa4-8de8-85ec1c1eedc4,Ford,Ecosport,2017,1.5 Titanium 123cv 4x2 Manual,Negro,Nafta,5,Manual,1.5,SUV,60000 km
972,Volkswagen Amarok 3.0 V6,U$S39.900,https://auto.mercadolibre.com.ar/MLA-1173548838-volkswagen-amarok-30-v6-highline-_JM#position=13&search_layout=grid&type=item&tracking_id=7c58a9b9-f2eb-4aa4-8de8-85ec1c1eedc4,Volkswagen,Amarok,2019,3.0 V6,Gris,Diésel,4,Automática,3.0,Pick-Up,83000 km
973,Honda Hr-v 1.8 Ex-l 2wd Cvt,U$S22.000,https://auto.mercadolibre.com.ar/MLA-1317278183-honda-hr-v-2018-18-ex-l-2wd-cvt-_JM#position=14&search_layout=grid&type=item&tracking_id=7c58a9b9-f2eb-4aa4-8de8-85ec1c1eedc4,Honda,HR-V,2018,1.8 Ex-l 2wd Cvt,Negro,Nafta,5,Automática,1.8,SUV,65000 km
974,Hyundai I10 1.2 Gls Seguridad L Mt,$2.850.000,https://auto.mercadolibre.com.ar/MLA-1172311780-hyundai-i10-12-5p-_JM#position=15&search_layout=grid&type=item&tracking_id=7c58a9b9-f2eb-4aa4-8de8-85ec1c1eedc4,Hyundai,i10,2011,1.2 Gls Seguridad L Mt,Negro,Nafta,5,Manual,1.2,Hatchback,120000 km
975,Mercedes-benz Ml 3.2 Ml320 Cdi Sport,U$S19.999,https://auto.mercadolibre.com.ar/MLA-1166876379-gd-motors-mercedes-benz-ml-320-cdi-sport-2007-_JM#position=16&search_layout=grid&type=item&tracking_id=7c58a9b9-f2eb-4aa4-8de8-85ec1c1eedc4,Mercedes-Benz,ML,2007,3.2 Ml320 Cdi Sport,Gris,Nafta,5,Automática,3.2,SUV,207000 km
976,Volkswagen Amarok 2.0 Cd Tdi 140cv Trendline,$8.309.850,https://auto.mercadolibre.com.ar/MLA-1266340257-volkswagen-amarok-2023-20-cd-tdi-140cv-trendline-_JM#position=17&search_layout=grid&type=item&tracking_id=7c58a9b9-f2eb-4aa4-8de8-85ec1c1eedc4,Volkswagen,Amarok,2023,2.0 Cd Tdi 140cv Trendline,Blanco,Diésel,4,Manual,2.0,Pick-Up,1111 km
977,Fiat Toro 2.0 350 Multijet Ultra 4x4 At,$12.500.000,https://auto.mercadolibre.com.ar/MLA-1156321595-fiat-toro-ultra-tope-2022-20-diesel-4x4-autonovo-ca-_JM#position=18&search_layout=grid&type=item&tracking_id=7c58a9b9-f2eb-4aa4-8de8-85ec1c1eedc4,Fiat,Toro,2022,2.0 350 Multijet Ultra 4x4 At,Negro,Diésel,4,Automática,2.0,Pick-Up,1000 km
